word_ID	word	word_count_in_CTB	difficulty_level	type
2275	秀出	1	1	vprt
2279	匯給	1	1	vprt
2282	望去	3	1	vprt
2283	跌落	1	2	vprt
2288	擺開	1	1	vprt
2327	下定	1	1	vprt
2337	浮上	1	1	vprt
2354	抓緊	7	1	vprt
2376	流出	1	1	vprt
2389	圍成	3	1	vprt
2399	裝好	1	1	vprt
2425	長到	1	1	vprt
2430	轉冷	1	2	vprt
2437	增進	17	2	vprt
2445	標出	4	1	vprt
2446	點上	1	1	vprt
2463	犯有	1	1	vprt
2472	提及	8	1	vprt
2477	揉和	1	1	vprt
2522	丟到	1	1	vprt
2526	吃完	3	1	vprt
2532	擺起	1	1	vprt
2551	換來	2	1	vprt
2566	渡過	1	2	vprt
2594	變得	6	1	vprt
2597	悟出	1	1	vprt
2601	推去	1	1	vprt
2603	變強	1	1	vprt
2615	載到	1	1	vprt
2619	吸入	1	1	vprt
2647	敗給	2	1	vprt
2661	猜到	1	1	vprt
2675	遇見	2	1	vprt
2688	變小	4	1	vprt
2693	載來	1	1	vprt
2711	推來	1	1	vprt
2732	召回	2	1	vprt
2770	撤走	1	1	vprt
2776	建立	245	2	vprt
2778	成立	230	2	vprt
2784	取出	2	1	vprt
2797	帶走	1	1	vprt
2798	去到	1	1	vprt
2804	看見	5	1	vprt
2814	搬進	2	1	vprt
2818	蹦出	1	1	vprt
2825	加深	12	1	vprt
2826	拿到	12	1	vprt
2839	劃清	4	1	vprt
2852	長達	2	2	vprt
2853	卸下	3	1	vprt
2856	佈滿	2	1	vprt
2862	校正	1	1	vprt
2864	抽出	1	1	vprt
2865	算來	1	1	vprt
2869	壓掉	1	1	vprt
2870	看穿	1	1	vprt
2876	留下	54	1	vprt
2878	提起	7	1	vprt
2890	加快	96	1	vprt
2898	料到	1	1	vprt
2903	放寬	13	1	vprt
2908	產下	2	1	vprt
2913	評定	1	1	vprt
2914	跌倒	2	1	vprt
2918	募到	1	1	vprt
2921	學會	18	1	vprt
2922	付清	2	1	vprt
2926	躲過	1	1	vprt
2935	傳達	7	1	vprt
2943	增多	22	1	vprt
2956	減少	81	1	vprt
2961	栽入	1	1	vprt
2966	遭到	20	1	vprt
2973	站上	5	1	vprt
2982	播完	1	1	vprt
2985	拋開	6	1	vprt
2989	寄予	4	2	vprt
2993	拿起	2	1	vprt
2998	過來	14	1	vprt
3002	送回	1	1	vprt
3007	追回	1	1	vprt
3016	擊倒	2	1	vprt
3017	靠近	3	1	vprt
3020	到來	22	1	vprt
3036	敲開	3	1	vprt
3038	分作	1	2	vprt
3044	迫使	4	3	vprt
3047	看到	108	1	vprt
3051	夾起	1	1	vprt
3053	偵結	1	1	vprt
3081	釐清	8	1	vprt
3116	住進	2	1	vprt
3117	爭相	7	1	vprt
3127	提出	189	1	vprt
3135	擠進	1	1	vprt
